type,date,contractSymbol,strike,bid,ask,bid/strike,vol,avg_vol,|1-(strike/close)|,Change,MA5,MA20,MA40,MA80,MA40_state,MA80_state,MA40_state_keep,MA80_state_keep,situation_type,k,d
put,2019-11-01,AKAM191101P00088500,88.5,2.04,2.43,0.023,2.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00089000,89.0,2.21,2.41,0.025,3.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00089500,89.5,2.43,2.81,0.027,2.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00090000,90.0,0.0,0.0,0.0,3.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00090500,90.5,2.83,3.35,0.031,1.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00091000,91.0,2.98,3.2,0.033,1.0,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00092000,92.0,3.4,3.9,0.037,nan,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-01,AKAM191101P00093500,93.5,4.3,4.55,0.046,nan,-1,0.035,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00070000,70.0,0.0,0.0,0.0,nan,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00087500,87.5,5.8,6.05,0.066,nan,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00088000,88.0,5.3,6.15,0.06,13.0,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00088500,88.5,0.0,0.0,0.0,nan,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00089000,89.0,4.65,5.5,0.052,1.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00089500,89.5,0.0,0.0,0.0,1.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00090000,90.0,4.2,4.45,0.047,1.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00090500,90.5,0.0,0.0,0.0,1.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00091000,91.0,3.6,3.9,0.04,nan,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00091500,91.5,3.4,3.85,0.037,2.0,-1,0.013,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00092000,92.0,3.1,3.4,0.034,1.0,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00092500,92.5,0.0,0.0,0.0,4.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00096000,96.0,0.0,0.0,0.0,5.0,-1,0.063,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00096500,96.5,0.0,0.0,0.0,4.0,-1,0.068,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00100000,100.0,0.56,0.88,0.006,nan,-1,0.107,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-08,AKAM191108C00105000,105.0,0.2,0.43,0.002,nan,-1,0.163,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00075000,75.0,0.18,0.0,0.002,nan,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00080000,80.0,0.0,0.0,0.0,4.0,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00083000,83.0,0.76,1.15,0.009,5.0,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00083500,83.5,0.0,0.0,0.0,4.0,-1,0.076,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00084500,84.5,0.0,0.0,0.0,2.0,-1,0.064,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00085000,85.0,1.14,1.59,0.013,nan,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00086000,86.0,1.44,1.63,0.017,7.0,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00086500,86.5,1.6,1.92,0.018,5.0,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00087000,87.0,1.67,2.19,0.019,15.0,-1,0.037,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00087500,87.5,1.88,2.01,0.021,4.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00088000,88.0,1.98,2.45,0.022,nan,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00088500,88.5,2.19,2.53,0.025,5.0,-1,0.02,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00089000,89.0,2.32,2.54,0.026,21.0,-1,0.015,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00089500,89.5,0.0,0.0,0.0,1.0,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00090000,90.0,0.0,0.0,0.0,18.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00090500,90.5,2.99,3.4,0.033,nan,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-08,AKAM191108P00095000,95.0,0.0,0.0,0.0,nan,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00060000,60.0,29.35,33.2,0.489,4.0,-1,0.336,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00065000,65.0,24.15,28.4,0.372,1.0,-1,0.28,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00067500,67.5,22.3,24.65,0.33,nan,-1,0.253,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00070000,70.0,0.0,0.0,0.0,1.0,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00072500,72.5,16.85,21.1,0.232,6.0,-1,0.197,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00075000,75.0,0.0,0.0,0.0,2.0,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00077500,77.5,12.15,16.05,0.157,2.0,-1,0.142,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00080000,80.0,11.65,12.3,0.146,36.0,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00082500,82.5,9.65,10.1,0.117,3.0,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00085000,85.0,0.0,0.0,0.0,2.0,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00087500,87.5,6.0,6.6,0.069,3.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00090000,90.0,0.0,0.0,0.0,18.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00092500,92.5,3.1,3.3,0.034,115.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00095000,95.0,0.0,0.0,0.0,1.0,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00097500,97.5,1.31,1.42,0.013,17.0,-1,0.079,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00100000,100.0,0.8,0.85,0.008,13.0,-1,0.107,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00105000,105.0,0.16,0.45,0.002,1.0,-1,0.163,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-15,AKAM191115C00110000,110.0,0.0,0.0,0.0,1.0,-1,0.218,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00045000,45.0,0.0,3.0,0.0,nan,-1,0.502,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00050000,50.0,0.01,0.66,0.0,2.0,-1,0.446,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00055000,55.0,0.0,0.0,0.0,4.0,-1,0.391,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00060000,60.0,0.0,0.7,0.0,2.0,-1,0.336,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00062500,62.5,0.0,0.75,0.0,3.0,-1,0.308,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00065000,65.0,0.0,0.8,0.0,5.0,-1,0.28,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00067500,67.5,0.0,0.0,0.0,1.0,-1,0.253,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00070000,70.0,0.0,0.0,0.0,1.0,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00072500,72.5,0.09,0.35,0.001,15.0,-1,0.197,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00075000,75.0,0.13,0.34,0.002,3.0,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00077500,77.5,0.27,0.48,0.003,51.0,-1,0.142,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00080000,80.0,0.0,0.0,0.0,1.0,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00082500,82.5,0.87,0.9,0.011,30.0,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00085000,85.0,0.0,0.0,0.0,3.0,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00087500,87.5,2.02,2.05,0.023,119.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00090000,90.0,2.94,3.05,0.033,26.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00092500,92.5,4.1,4.3,0.044,2.0,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00095000,95.0,5.55,5.8,0.058,7.0,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-15,AKAM191115P00100000,100.0,0.0,0.0,0.0,2.0,-1,0.107,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00086000,86.0,0.0,0.0,0.0,nan,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00088000,88.0,0.0,0.0,0.0,nan,-1,0.026,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00089500,89.5,4.95,5.1,0.055,nan,-1,0.009,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00090000,90.0,4.3,5.25,0.048,1.0,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00090500,90.5,4.35,4.9,0.048,8.0,-1,0.002,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00091000,91.0,4.0,4.3,0.044,nan,-1,0.008,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00092000,92.0,0.0,0.0,0.0,nan,-1,0.019,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-22,AKAM191122C00092500,92.5,0.0,0.0,0.0,nan,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00080000,80.0,0.55,0.76,0.007,nan,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00083000,83.0,0.99,1.4,0.012,nan,-1,0.081,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00083500,83.5,0.0,0.0,0.0,nan,-1,0.076,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00084000,84.0,0.0,0.0,0.0,nan,-1,0.07,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00085000,85.0,1.44,1.83,0.017,nan,-1,0.059,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00085500,85.5,1.61,1.69,0.019,nan,-1,0.053,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00086000,86.0,1.79,2.07,0.021,6.0,-1,0.048,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00086500,86.5,1.82,2.22,0.021,nan,-1,0.042,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00087500,87.5,2.21,2.49,0.025,5.0,-1,0.031,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-22,AKAM191122P00090000,90.0,0.0,0.0,0.0,nan,-1,0.004,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-29,AKAM191129C00084500,84.5,8.35,8.95,0.099,nan,-1,0.064,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-29,AKAM191129C00085500,85.5,7.6,8.05,0.089,nan,-1,0.053,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2019-11-29,AKAM191129C00095000,95.0,0.0,0.0,0.0,nan,-1,0.052,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-29,AKAM191129P00082500,82.5,0.0,0.0,0.0,nan,-1,0.087,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2019-11-29,AKAM191129P00083500,83.5,1.17,1.43,0.014,10.0,-1,0.076,-0.69000006,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00027500,27.5,0.0,0.0,0.0,0,-1,0.696,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00030000,30.0,0.0,0.0,0.0,0,-1,0.668,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00032500,32.5,46.6,50.3,1.434,2,-1,0.64,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00037500,37.5,46.95,51.4,1.252,10,-1,0.585,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00040000,40.0,40.4,42.95,1.01,2,-1,0.557,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00045000,45.0,0.0,0.0,0.0,0,-1,0.502,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00047500,47.5,32.45,35.45,0.683,0,-1,0.474,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00050000,50.0,39.25,43.8,0.785,1,-1,0.446,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00052500,52.5,0.0,0.0,0.0,0,-1,0.419,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00055000,55.0,32.75,37.35,0.595,7,-1,0.391,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00057500,57.5,23.85,25.4,0.415,1,-1,0.363,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00060000,60.0,27.75,32.1,0.463,2,-1,0.336,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00062500,62.5,21.1,21.7,0.338,2,-1,0.308,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00065000,65.0,0.0,0.0,0.0,3,-1,0.28,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00067500,67.5,22.05,25.8,0.327,3,-1,0.253,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00070000,70.0,0.0,0.0,0.0,2,-1,0.225,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00072500,72.5,18.3,21.45,0.252,2,-1,0.197,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00075000,75.0,15.8,19.25,0.211,32,-1,0.17,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00077500,77.5,0.0,0.0,0.0,20,-1,0.142,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00080000,80.0,0.0,0.0,0.0,2,-1,0.114,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00082500,82.5,10.95,11.25,0.133,4,-1,0.087,-0.10000038,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00085000,85.0,9.1,9.55,0.107,29,-1,0.059,0.5999994,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00087500,87.5,7.35,7.85,0.084,2,-1,0.031,1.25,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00090000,90.0,5.85,6.2,0.065,10,-1,0.004,0.8499999,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00092500,92.5,4.45,4.85,0.048,6,-1,0.024,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00095000,95.0,3.4,3.75,0.036,3,-1,0.052,0.42000008,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00097500,97.5,0.0,0.0,0.0,3,-1,0.079,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00100000,100.0,1.66,1.97,0.017,6,-1,0.107,0.3499999,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00105000,105.0,0.71,1.11,0.007,3,-1,0.163,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00110000,110.0,0.26,0.48,0.002,11,-1,0.218,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00115000,115.0,0.05,0.34,0.0,4,-1,0.273,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
call,2020-01-17,AKAM200117C00120000,120.0,0.07,0.33,0.001,5,-1,0.329,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2020-01-17,AKAM200117P00027500,27.5,0.0,0.0,0.0,3.0,-1,0.696,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2020-01-17,AKAM200117P00030000,30.0,0.0,0.0,0.0,0.0,-1,0.668,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2020-01-17,AKAM200117P00032500,32.5,0.0,0.95,0.0,0.0,-1,0.64,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2020-01-17,AKAM200117P00035000,35.0,0.0,0.0,0.0,0.0,-1,0.612,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
put,2020-01-17,AKAM200117P00037500,37.5,0.0,0.0,0.0,0.0,-1,0.585,0.0,90.08,90.0,89.8,86.9,1,1,5,153,big_cow,60.773,53.436
